,editID,userID,comment,parsedcomment,timestamp,meta_dt,length_old,length_new,wiki
13,1820357693538654059,6669262979901594023,اضافه لنكات  عن طريق [[Project:AWB|اوب]],"اضافه لنكات  عن طريق <a href=""/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:AWB"" class=""mw-redirect"" title=""ويكيبيديا:AWB"">اوب</a>",1611249075,2021-01-21T17:11:15Z,449,633,arzwiki
14,3098651547937829224,1340079001984826608,/* 车站规模 */,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/%E9%87%8D%E5%BA%86%E5%8C%97%E7%AB%99#车站规模"" title=""重庆北站"">→‎车站规模</a></span></span>",1611249080,2021-01-21T17:11:20Z,35078,35061,zhwiki
15,0,8644938531530126944,,,1611249078,2021-01-21T17:11:18Z,39610,39493,enwiki
16,6854514047420406725,2466876486544522748,"Reverted edits by [[Special:Contributions/82.26.240.238|82.26.240.238]]. If you think this rollback is in error, please leave a message on my talk page.","Reverted edits by <a href=""/wiki/Special:Contributions/82.26.240.238"" title=""Special:Contributions/82.26.240.238"">82.26.240.238</a>. If you think this rollback is in error, please leave a message on my talk page.",1611249081,2021-01-21T17:11:21Z,1865,1669,enwiktionary
17,6036485231867620881,937559839229791716,Bot: kleinere korrekturen: lf: faz.net; siehe [[user:CamelBot]].,"Bot: kleinere korrekturen: lf: faz.net; siehe <a href=""/wiki/Benutzer:CamelBot"" title=""Benutzer:CamelBot"">user:CamelBot</a>.",1611249079,2021-01-21T17:11:19Z,13566,13647,dewiki
18,2328388157416146427,6869405162831187091,remove template since all sitelinks are provided by Wikidata,remove template since all sitelinks are provided by Wikidata,1611249077,2021-01-21T17:11:17Z,242,200,commonswiki
19,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249082,2021-01-21T17:11:22Z,8067,8163,wikidatawiki
20,9039592331163966117,3574612867889303152,/* wbsetqualifier-add:1| */ [[Property:P1352]]: 440,"‎<span dir=""auto""><span class=""autocomment"">Added qualifier: </span></span> <a href=""/wiki/Property:P1352"" title=""Property:P1352"">Property:P1352</a>: 440",1611249080,2021-01-21T17:11:20Z,40890,41210,wikidatawiki
21,6975074947876305282,4795151330671968938,"/* wbsetclaim-update:2||1 */ [[Property:P8687]]: 1,199","‎<span dir=""auto""><span class=""autocomment"">Changed claim: </span></span> <a href=""/wiki/Property:P8687"" title=""Property:P8687"">Property:P8687</a>: 1,199",1611249081,2021-01-21T17:11:21Z,7696,7699,wikidatawiki
22,3384557399852026488,8630305869717388673,/* wbeditentity-update-languages-short:0||ga */ Irish label added,"‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in ga: </span></span> Irish label added",1611249082,2021-01-21T17:11:22Z,32354,32421,wikidatawiki
23,5268924364094219477,6116581458417464939,orgn wp,orgn wp,1611249081,2021-01-21T17:11:21Z,114,124,enwiki
24,7568130217217660897,7305436989528712952,بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),1611249080,2021-01-21T17:11:20Z,227,300,arwiki
25,3696171375250541023,8239240107329352915,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]","‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",1611249081,2021-01-21T17:11:21Z,9751,9843,wikidatawiki
26,6126814085553990385,7644058130306274713,"/* wbsetaliases-add:2|fr */ cycle de Trinkler, cycle de Seiliger","‎<span dir=""auto""><span class=""autocomment"">Alias&#160;[fr] ajoutés : </span></span> cycle de Trinkler, cycle de Seiliger",1611249081,2021-01-21T17:11:21Z,6701,6843,wikidatawiki
27,6590372146713364846,1317167612443317841,"/* wbsetclaim-update:2||1|1 */ [[d:Special:EntityPage/P625]]: 50°56'59.21""N, 0°34'35.40""E, automatically updating [[Commons:Structured data|structured data claims]]: coordinate","‎<span dir=""auto""><span class=""autocomment"">Aussage geändert: </span></span> <a href=""https://www.wikidata.org/wiki/Special:EntityPage/P625"" class=""extiw"" title=""d:Special:EntityPage/P625"">d:Special:EntityPage/P625</a>: 50°56&#039;59.21&quot;N, 0°34&#039;35.40&quot;E, automatically updating <a href=""/wiki/Commons:Structured_data"" title=""Commons:Structured data"">structured data claims</a>: coordinate",1611249081,2021-01-21T17:11:21Z,6516,6873,commonswiki
28,3696171375250541023,8239240107329352915,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]","‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",1611249082,2021-01-21T17:11:22Z,9768,9860,wikidatawiki
29,4755486058881638493,8028130410020785589,"Ändrat dödsår för Magnus Erlendsson från 1117 till 1115, se annan Wikipediaartikel över honom.","Ändrat dödsår för Magnus Erlendsson från 1117 till 1115, se annan Wikipediaartikel över honom.",1611249081,2021-01-21T17:11:21Z,3191,3196,svwiki
30,2681299540124848148,3762752848689385,/* Error in image */,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/File_talk:Construction_tetrahexaflexagone.svg#Error_in_image"" title=""File talk:Construction tetrahexaflexagone.svg"">→‎Error in image</a></span></span>",1611249083,2021-01-21T17:11:23Z,143,277,commonswiki
31,0,2018323997834511089,,,1611249082,2021-01-21T17:11:22Z,3859,3859,huwiki
32,0,4790363204016269764,,,1611249075,2021-01-21T17:11:15Z,14205,14204,itwiki
33,3696171375250541023,8239240107329352915,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]","‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",1611249082,2021-01-21T17:11:22Z,15267,15359,wikidatawiki
34,8062662353283832667,1317167612443317841,"/* wbsetclaim-update:2||1|1 */ [[d:Special:EntityPage/P625]]: 56°4'16.7""N, 3°27'21.6""W, automatically updating [[Commons:Structured data|structured data claims]]: coordinate","‎<span dir=""auto""><span class=""autocomment"">Aussage geändert: </span></span> <a href=""https://www.wikidata.org/wiki/Special:EntityPage/P625"" class=""extiw"" title=""d:Special:EntityPage/P625"">d:Special:EntityPage/P625</a>: 56°4&#039;16.7&quot;N, 3°27&#039;21.6&quot;W, automatically updating <a href=""/wiki/Commons:Structured_data"" title=""Commons:Structured data"">structured data claims</a>: coordinate",1611249081,2021-01-21T17:11:21Z,7532,7889,commonswiki
35,2452109630159339134,2351319795342783773,/* wbeditentity-update-languages-short:0||bn */ TYC,"‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in bn: </span></span> TYC",1611249082,2021-01-21T17:11:22Z,11167,11280,wikidatawiki
36,548880851596047062,5240463233746975065,"/* wbeditentity-update-languages-short:0||nl */ nl-description, [[User:Edoderoobot/Set-nl-description|python code]] - chemische samenstelling","‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in nl: </span></span> nl-description, <a href=""/wiki/User:Edoderoobot/Set-nl-description"" title=""User:Edoderoobot/Set-nl-description"">python code</a> - chemische samenstelling",1611249082,2021-01-21T17:11:22Z,3089,3168,wikidatawiki
37,3696171375250541023,8239240107329352915,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]","‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",1611249083,2021-01-21T17:11:23Z,14733,14825,wikidatawiki
38,1486673581130270947,1937233717787284054,/* wbsetclaim-create:2||1 */ [[Property:P1344]]: [[Q8613]],"‎<span dir=""auto""><span class=""autocomment"">Declaració creada: </span></span> <a href=""/wiki/Property:P1344"" title=""Property:P1344"">Property:P1344</a>: <a href=""/wiki/Q8613"" title=""Q8613"">Q8613</a>",1611249081,2021-01-21T17:11:21Z,22699,23108,wikidatawiki
39,3165235535200871182,6166328462330005621,/* wbsetsitelink-add:1|jawiki */ ばくばくアニマル,"‎<span dir=""auto""><span class=""autocomment"">[jawiki]へのリンクを追加: </span></span> ばくばくアニマル",1611249079,2021-01-21T17:11:19Z,25058,25164,wikidatawiki
40,6664296352522929982,8230683776252843696,Object type = painting based on 'Category:Paintings by',Object type = painting based on &#039;Category:Paintings by&#039;,1611249079,2021-01-21T17:11:19Z,1260,1284,commonswiki
41,8942742373559659542,932852499803436634,/* Reconnaissances et titres */ Linkfix,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/Basilique_de_la_Sainte-Trinit%C3%A9_de_F%C3%A1tima#Reconnaissances_et_titres"" title=""Basilique de la Sainte-Trinité de Fátima"">→‎Reconnaissances et titres</a> : </span> Linkfix</span>",1611249082,2021-01-21T17:11:22Z,27044,27025,frwiki
42,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249083,2021-01-21T17:11:23Z,2659,2738,wikidatawiki
43,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249080,2021-01-21T17:11:20Z,8068,8174,wikidatawiki
44,432769741961562048,5300372192930001387,/* 2018 */,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/City_Mountainbike#2018"" title=""City Mountainbike"">→‎2018</a></span></span>",1611249083,2021-01-21T17:11:23Z,9969,9969,nlwiki
45,8035899442005310617,7450768824033781684,1 مآخذ کو بحال کرکے 0 پر مردہ ربط کا ٹیگ لگایا گیا) #IABot (v2.0.8,1 مآخذ کو بحال کرکے 0 پر مردہ ربط کا ٹیگ لگایا گیا) #IABot (v2.0.8,1611249082,2021-01-21T17:11:22Z,522,523,urwiki
46,7568130217217660897,7305436989528712952,بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),1611249082,2021-01-21T17:11:22Z,300,313,arwiki
47,3696171375250541023,8239240107329352915,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]","‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",1611249083,2021-01-21T17:11:23Z,14514,14606,wikidatawiki
48,436265961647410176,1409071215779030935,archiving - Talk page edit S1A087,archiving - Talk page edit S1A087,1611249080,2021-01-21T17:11:20Z,11656,10408,simplewiki
49,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249083,2021-01-21T17:11:23Z,6727,6833,wikidatawiki
50,1820357693538654059,6669262979901594023,اضافه لنكات  عن طريق [[Project:AWB|اوب]],"اضافه لنكات  عن طريق <a href=""/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:AWB"" class=""mw-redirect"" title=""ويكيبيديا:AWB"">اوب</a>",1611249079,2021-01-21T17:11:19Z,445,629,arzwiki
51,4160327407568702204,8714941210391126980,/* wbcreateclaim-create:1| */ [[Property:P646]]: /m/0g53brn,"‎<span dir=""auto""><span class=""autocomment"">Создано заявление: </span></span> <a href=""/wiki/Property:P646"" title=""Property:P646"">Property:P646</a>: /m/0g53brn",1611249082,2021-01-21T17:11:22Z,2371,2720,wikidatawiki
52,6664296352522929982,8230683776252843696,Object type = painting based on 'Category:Paintings by',Object type = painting based on &#039;Category:Paintings by&#039;,1611249081,2021-01-21T17:11:21Z,1068,1092,commonswiki
53,6909422779821422701,1940305386981896236,/* wbsetclaim-create:2||1 */ [[Property:P734]]: [[Q37472922]],"‎<span dir=""auto""><span class=""autocomment"">Se creó una afirmación: </span></span> <a href=""/wiki/Property:P734"" title=""Property:P734"">Property:P734</a>: <a href=""/wiki/Q37472922"" title=""Q37472922"">Q37472922</a>",1611249080,2021-01-21T17:11:20Z,7965,8399,wikidatawiki
54,3263478030281824975,9139463597064556756,sửa chú thích,sửa chú thích,1611249082,2021-01-21T17:11:22Z,4944,7569,viwiki
55,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249084,2021-01-21T17:11:24Z,6561,6667,wikidatawiki
56,0,478496148108916557,,,1611249079,2021-01-21T17:11:19Z,5233,5239,frwiki
57,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249084,2021-01-21T17:11:24Z,2639,2718,wikidatawiki
58,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249082,2021-01-21T17:11:22Z,3719,3798,wikidatawiki
59,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249084,2021-01-21T17:11:24Z,2674,2753,wikidatawiki
60,548880851596047062,5240463233746975065,"/* wbeditentity-update-languages-short:0||nl */ nl-description, [[User:Edoderoobot/Set-nl-description|python code]] - chemische samenstelling","‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in nl: </span></span> nl-description, <a href=""/wiki/User:Edoderoobot/Set-nl-description"" title=""User:Edoderoobot/Set-nl-description"">python code</a> - chemische samenstelling",1611249085,2021-01-21T17:11:25Z,3787,3866,wikidatawiki
61,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249081,2021-01-21T17:11:21Z,6581,6687,wikidatawiki
62,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249081,2021-01-21T17:11:21Z,2579,2658,wikidatawiki
63,89107603853144139,4654943717923765900,rozšíření,rozšíření,1611249080,2021-01-21T17:11:20Z,1605,1963,cswiki
64,7876869182123707914,4294766744937893683,{{R from modification}},{{R from modification}},1611249083,2021-01-21T17:11:23Z,44,87,enwiki
65,0,1049684093441460765,,,1611249083,2021-01-21T17:11:23Z,21975,22086,enwiki
66,3913877246715971587,6987473619963675381,"/* wbsetdescription-add:1|de */ chemische Verbindung, [[:toollabs:quickstatements/#/batch/48178|batch #48178]]","‎<span dir=""auto""><span class=""autocomment"">Beschreibung für [de] hinzugefügt: </span></span> chemische Verbindung, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48178"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48178</a>",1611249085,2021-01-21T17:11:25Z,2599,2678,wikidatawiki
67,800530783448064210,2504533905259273725,/* wbsetclaim-create:2||1 */ [[Property:P1559]]: Alberto Mario Carocci,"‎<span dir=""auto""><span class=""autocomment"">Created claim: </span></span> <a href=""/wiki/Property:P1559"" title=""Property:P1559"">Property:P1559</a>: Alberto Mario Carocci",1611249085,2021-01-21T17:11:25Z,3859,4274,wikidatawiki
68,6664296352522929982,8230683776252843696,Object type = painting based on 'Category:Paintings by',Object type = painting based on &#039;Category:Paintings by&#039;,1611249083,2021-01-21T17:11:23Z,2385,2409,commonswiki
69,0,2216369191995707984,,,1611249078,2021-01-21T17:11:18Z,15422,15439,enwiki
70,1231852213848343743,2292502927616969476,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]","‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",1611249085,2021-01-21T17:11:25Z,8751,8863,wikidatawiki
71,2452109630159339134,2351319795342783773,/* wbeditentity-update-languages-short:0||bn */ TYC,"‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in bn: </span></span> TYC",1611249085,2021-01-21T17:11:25Z,23241,23357,wikidatawiki
72,6184966841367328819,1317167612443317841,"/* wbsetclaim-update:2||1|1 */ [[d:Special:EntityPage/P625]]: 53°44'50.3""N, 1°36'7.2""W, automatically updating [[Commons:Structured data|structured data claims]]: coordinate","‎<span dir=""auto""><span class=""autocomment"">Aussage geändert: </span></span> <a href=""https://www.wikidata.org/wiki/Special:EntityPage/P625"" class=""extiw"" title=""d:Special:EntityPage/P625"">d:Special:EntityPage/P625</a>: 53°44&#039;50.3&quot;N, 1°36&#039;7.2&quot;W, automatically updating <a href=""/wiki/Commons:Structured_data"" title=""Commons:Structured data"">structured data claims</a>: coordinate",1611249084,2021-01-21T17:11:24Z,6379,6736,commonswiki
73,5643764744427004977,5732628280226063716,вилучено [[Категорія:Підря3]]; додано [[Категорія:Підряди членистоногих]] за допомогою [[ВП:HC|HotCat]],"вилучено <a href=""/w/index.php?title=%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D1%96%D1%8F:%D0%9F%D1%96%D0%B4%D1%80%D1%8F3&amp;action=edit&amp;redlink=1"" class=""new"" title=""Категорія:Підря3 (ще не написана)"">Категорія:Підря3</a>; додано <a href=""/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D1%96%D1%8F:%D0%9F%D1%96%D0%B4%D1%80%D1%8F%D0%B4%D0%B8_%D1%87%D0%BB%D0%B5%D0%BD%D0%B8%D1%81%D1%82%D0%BE%D0%BD%D0%BE%D0%B3%D0%B8%D1%85"" title=""Категорія:Підряди членистоногих"">Категорія:Підряди членистоногих</a> за допомогою <a href=""/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:HC"" class=""mw-redirect"" title=""Вікіпедія:HC"">HotCat</a>",1611249083,2021-01-21T17:11:23Z,1365,1395,ukwiki
